A1BG,-0.0494632150488885
A2M,0.0613712268943295
AAAS,0.427349110331906
AACS,0.656653291069723
AAK1,0.498228797283851
AAMP,0.710352750393344
AARS,0.820949976515968
AARS2,0.466556926696077
AARSD1,0.696506286548172
AASDHPPT,0.483217385940238
AASS,0.523009941938154
AATF,0.252855048150534
ABAT,0.724206081542352
ABCB10,0.531126982617179
ABCB6,0.644441804966576
ABCB7,0.559996748171462
ABCB8,0.463549814758349
ABCC1,0.432579999844336
ABCC4,0.84675152248296
ABCD1,0.353923203746318
ABCD3,0.658934604119009
ABCE1,0.635939258864283
ABCF1,0.67167629989868
ABCF2,0.733230515629426
ABCF3,0.609737627334755
ABHD10,0.47296779792089
ABHD11,0.65443444408036
ABHD12,0.584503003446205
ABHD14B,0.743090430146429
ABI1,0.328948490099177
ABI2,0.258088022135815
ABLIM1,0.611057633761712
ABR,0.629902804072959
ACAA1,0.572168413633108
ACAA2,0.725556208559989
ACACA,0.473164093059064
ACAD10,0.696780145028712
ACAD8,0.788262563570328
ACAD9,0.689810967323144
ACADM,0.453319155478456
ACADS,0.518103766908732
ACADSB,0.694631476247314
ACADVL,0.756094323018751
ACAT1,0.745062659104664
ACAT2,0.777031295779449
ACBD3,0.558191829111016
ACE,0.418346200776665
ACIN1,0.0281951135646196
ACLY,0.595709553827044
ACO1,0.640077965214923
ACO2,0.63064798648392
ACOT7,0.71439950048773
ACOT8,0.415084578054703
ACOT9,0.667404750301207
ACOX1,0.69781883188961
ACOX3,0.583441589853762
ACP1,0.565359813398028
ACP2,0.397449655138137
ACP6,0.660829791291558
ACSL1,0.740297110833539
ACSL3,0.586199574691427
ACSL4,0.677249815197472
ACSL5,0.854282527222418
ACSS1,0.847144530633765
ACSS2,0.59251965971884
ACTG1,0.187444481478285
ACTL6A,0.376087918848983
ACTN1,0.388841419464363
ACTN4,0.669782231333789
ACTR10,-0.205718659662487
ACTR1A,0.527369348267064
ACTR1B,0.557029357704489
ACTR2,0.264620653234483
ACTR3,0.505396921646762
ACTR3B,0.569531051562922
ACTR5,0.378224871436669
ACY1,0.799231077996418
ACYP1,0.697404234214629
ACYP2,0.655301486347978
ADA,0.691006333074819
ADAM10,0.565926260608095
ADAM17,0.415540266776912
ADAM9,0.750262619199003
ADAR,0.317913559269428
ADD1,0.251987831187596
ADD2,0.708677068263508
ADD3,0.526140468344998
ADH1B,0.700151617567278
ADH5,0.603417272976148
ADI1,0.522642568957925
ADK,0.485089835769084
ADNP,0.683559771283357
ADPGK,0.266966904699637
ADPRH,0.813047837113603
ADPRHL2,0.717688006303425
ADRM1,0.239545376832587
ADSL,0.560361018659863
ADSS,0.582471120202476
ADSSL1,0.728365218766813
AEBP1,0.645835665893122
AFAP1L2,0.823468089738457
AFG3L2,0.78454650832115
AFM,-0.0045421469116659
AGK,0.4646093696567
AGL,0.478454041879534
AGPAT1,0.336246550139425
AGPAT3,0.583470873143172
AGPAT5,0.80159691561838
AGPS,0.604434865044178
AGR2,0.587692244111818
AGRN,0.362511124946957
AGT,-0.0918046010447933
AGTRAP,0.55527868505422
AHCTF1,0.324383124454687
AHCY,0.671005362689347
AHCYL1,0.435497438300854
AHDC1,0.305276560209937
AHNAK,0.171905625336774
AHNAK2,0.523567529837407
AHR,0.495039375066775
AHSA1,0.801105214095184
AHSG,-0.117031010598848
AIF1,0.48148381890106
AIFM1,0.70087995029061
AIP,0.439894513498489
AK1,0.723658664657329
AK2,0.547596188681634
AK3,0.762738970633145
AKAP12,0.585442917495086
AKAP13,0.551763052535181
AKAP8,0.603134531641176
AKAP8L,0.492073490595223
AKAP9,0.530925452418613
AKR1A1,0.439152873652342
AKR1B1,0.727066037216869
AKR1C3,0.725163443339614
AKR7A2,0.513035657018638
AKT1,0.747424973819321
AKT1S1,0.14396864981031
AKT2,0.585342193704714
ALAD,0.440541326470803
ALB,-0.0074775124995819
ALCAM,0.875594551186825
ALDH16A1,0.663533777485639
ALDH18A1,0.491198109730626
ALDH1A1,0.666711651677546
ALDH1A2,0.776323433817644
ALDH1A3,0.7884547954815
ALDH1B1,0.644642229456375
ALDH1L2,0.61592344781718
ALDH2,0.890204127690263
ALDH3A2,0.867240163031863
ALDH4A1,0.819843635719968
ALDH5A1,0.580771448921702
ALDH6A1,0.612875336713048
ALDH7A1,0.734037837215998
ALDH9A1,0.690089178005709
ALDOA,0.6613910660193
ALDOC,0.752664953939395
ALG1,0.477462091328636
ALG11,0.508583237858973
ALG2,0.587253451635092
ALG5,0.511450383468344
ALG8,0.425046990215876
ALG9,0.310040816503132
ALKBH4,0.305764016638191
ALKBH5,0.460235321704465
ALOX5,0.704621025829204
ALPL,0.776005412714002
AMBP,-0.0960815662437744
AMDHD2,0.514195025612594
AMPD2,0.533522900211702
AMPD3,0.6738345760569
ANAPC1,0.169212868276432
ANAPC4,0.339138980566875
ANAPC5,0.348456537440359
ANG,0.146434986842917
ANGPTL2,0.550055985065808
ANK1,-0.0870306200187765
ANK2,0.540838723461761
ANK3,0.418278265452312
ANKFY1,0.447779883862091
ANKHD1,0.327247024137774
ANKMY2,0.746101444026302
